chr	start	end	pos
14	65400000	65425000	1
14	65425000	65450000	2
14	65450000	65475000	3
14	65475000	65500000	4
14	65500000	65525000	5
14	65525000	65550000	6
14	65550000	65575000	7
14	65575000	65600000	8
14	65600000	65625000	9
14	65625000	65650000	10
14	65650000	65675000	11
14	65675000	65700000	12
14	65700000	65725000	13
14	65725000	65750000	14
14	65750000	65775000	15
14	65775000	65800000	16
14	65800000	65825000	17
14	65825000	65850000	18
14	65850000	65875000	19
14	65875000	65900000	20
14	65900000	65925000	21
14	65925000	65950000	22
14	65950000	65975000	23
14	65975000	66000000	24
14	66000000	66025000	25
14	66025000	66050000	26
14	66050000	66075000	27
14	66075000	66100000	28
14	66100000	66125000	29
14	66125000	66150000	30
14	66150000	66175000	31
14	66175000	66200000	32
14	66200000	66225000	33
14	66225000	66250000	34
14	66250000	66275000	35
14	66275000	66300000	36
14	66300000	66325000	37
14	66325000	66350000	38
14	66350000	66375000	39
14	66375000	66400000	40
14	66400000	66425000	41
14	66425000	66450000	42
14	66450000	66475000	43
14	66475000	66500000	44
14	66500000	66525000	45
14	66525000	66550000	46
14	66550000	66575000	47
14	66575000	66600000	48
14	66600000	66625000	49
14	66625000	66650000	50
14	66650000	66675000	51
14	66675000	66700000	52
14	66700000	66725000	53
14	66725000	66750000	54
14	66750000	66775000	55
14	66775000	66800000	56
14	66800000	66825000	57
14	66825000	66850000	58
14	66850000	66875000	59
14	66875000	66900000	60
