chromID	cell_id	pos	x	y	z
5	5420	1	176425.884186	17672.834657	2774.9131275
5	5420	2	176332.77713	17425.2838081	2666.83564
5	5420	3	176330.230455	17486.6721171	2969.8795725
5	5420	4	176355.70039800002	17370.2197712	2570.0890775000003
5	5420	5	176275.93369600002	17326.7766578	3049.2048325
5	5420	7	176125.274669	17736.6737583	2751.7379174999996
5	5420	8	176421.453023	17418.595946	2481.2753562499997
5	5420	10	175906.737612	17809.0071769	2709.44737
5	5420	11	176389.79267700002	17139.673594	2547.222805
5	5420	17	175993.635004	17717.1317743	2695.7545475
5	5420	18	176344.939679	17177.7069723	2549.3691475
5	5420	20	176340.08539199998	17243.6168474	2618.915065
5	5420	21	176369.350885	17199.1388209	2502.1744400000002
5	5420	23	176330.706727	17803.4842448	2462.0048997500003
5	5420	24	176333.161629	17917.0251206	2457.93642425
5	5420	26	176211.515127	17805.014814500002	2493.4322505
5	5420	27	176253.840711	17765.6229692	2436.60295325
5	5420	32	176331.358099	18061.3113213	2241.2215905
5	5420	33	176440.791685	18013.032533	2241.33716675
5	5420	35	176201.65534899998	17809.4485937	2262.3957972499998
5	5420	38	176387.587756	18094.2413277	2528.0934325
5	5420	39	176293.14582	17968.2380184	2447.5970545
5	5420	40	176191.097437	18076.6504521	2543.26504
5	5420	41	176258.644322	17970.833299100002	2195.2622499999998
5	5420	42	176333.464037	17924.3616046	2306.13668675
5	5420	43	176277.801189	17962.3367364	2354.97258875
5	5420	44	176264.947716	17849.7588591	2015.8078885
5	5420	45	176215.265151	17859.3243558	2469.316696
5	5420	46	176233.670427	17602.249581	2363.05916725
5	5420	47	176138.541687	18024.579471600002	2429.8923017499997
5	5420	48	176257.259693	17884.8370232	2352.5796015
5	5420	49	176192.26030700002	17849.7093779	2294.952138
5	5420	50	176118.73128500002	17807.073836	2230.07274975
5	5420	51	176160.800811	17999.9735235	2227.0614835
5	5420	58	176122.84479600002	17870.9195293	2229.166459
5	5421	1	169532.636275	26469.578929599997	3461.89898
5	5421	2	169504.604001	26498.371477499997	3345.8845275
5	5421	3	169797.389123	26239.3619919	3362.8779325
5	5421	5	169568.581833	26404.7176769	3199.9028525000003
5	5421	9	169487.098636	26378.8497007	3243.2360175000003
5	5421	10	169480.090413	26227.2484091	3368.7749249999997
5	5421	11	169577.51522899998	26196.6488601	3295.3027700000002
5	5421	12	169634.493593	26142.879100600003	3304.7269300000003
5	5421	14	169443.649631	26114.7821529	3139.603035
5	5421	15	169613.755985	25940.670819	3004.3379099999997
5	5421	16	169747.961586	25944.8405783	3048.8396075
5	5421	17	169463.20809499998	26285.4861026	3146.6703850000004
5	5421	18	169521.378787	26079.9299296	3300.542085
5	5421	19	169615.37875	26151.4132068	3026.2125075
5	5421	21	169637.952642	26165.100464799998	2987.529895
5	5421	22	169712.27291	26257.7036654	3236.972385
5	5421	23	169762.787097	26314.164887	3243.9126775
5	5421	24	169887.99080700002	26342.765123600002	3238.0551925
5	5421	25	169647.433586	26054.8687421	3184.1877
5	5421	26	169778.082494	26334.125483599997	3236.984935
5	5421	27	169567.625169	26130.3251619	3078.82857
5	5421	29	169581.62915199998	26094.0476143	3120.1286375
5	5421	30	169972.336889	26014.2335323	3276.0312
5	5421	31	169795.534814	26109.9377127	3222.6087575
5	5421	32	169579.206592	26063.6942353	3246.99148
5	5421	33	169537.18145899998	25948.5155977	3255.288415
5	5421	34	169746.85516	26280.2315576	3255.5203325
5	5421	35	169492.880438	26101.9725373	3274.500965
5	5421	37	169843.478224	26156.174206699998	3245.0666125000002
5	5421	38	169832.154507	26182.5554628	3151.190325
5	5421	39	169747.811412	26335.154978900002	3443.47101
5	5421	40	169926.096996	26276.334665899998	3332.6019125
5	5421	41	169576.567114	26031.1042731	3177.4014775
5	5421	42	169611.891788	26066.9668337	3112.5409675
5	5421	43	169806.563436	26050.0710433	2944.0583349999997
5	5421	44	169745.454463	26135.9140655	3302.3237525
