chr	start	end	pos
7	44600000	44625000	1
7	44625000	44650000	2
7	44650000	44675000	3
7	44675000	44700000	4
7	44700000	44725000	5
7	44725000	44750000	6
7	44750000	44775000	7
7	44775000	44800000	8
7	44800000	44825000	9
7	44825000	44850000	10
7	44850000	44875000	11
7	44875000	44900000	12
7	44900000	44925000	13
7	44925000	44950000	14
7	44950000	44975000	15
7	44975000	45000000	16
7	45000000	45025000	17
7	45025000	45050000	18
7	45050000	45075000	19
7	45075000	45100000	20
7	45100000	45125000	21
7	45125000	45150000	22
7	45150000	45175000	23
7	45175000	45200000	24
7	45200000	45225000	25
7	45225000	45250000	26
7	45250000	45275000	27
7	45275000	45300000	28
7	45300000	45325000	29
7	45325000	45350000	30
7	45350000	45375000	31
7	45375000	45400000	32
7	45400000	45425000	33
7	45425000	45450000	34
7	45450000	45475000	35
7	45475000	45500000	36
7	45500000	45525000	37
7	45525000	45550000	38
7	45550000	45575000	39
7	45575000	45600000	40
7	45600000	45625000	41
7	45625000	45650000	42
7	45650000	45675000	43
7	45675000	45700000	44
7	45700000	45725000	45
7	45725000	45750000	46
7	45750000	45775000	47
7	45775000	45800000	48
7	45800000	45825000	49
7	45825000	45850000	50
7	45850000	45875000	51
7	45875000	45900000	52
7	45900000	45925000	53
7	45925000	45950000	54
7	45950000	45975000	55
7	45975000	46000000	56
7	46000000	46025000	57
7	46025000	46050000	58
7	46050000	46075000	59
7	46075000	46100000	60
