chromID	cell_id	pos	x	y	z
14	1943	2	163831.269756	20224.717718099997	2762.4242675
14	1943	3	163984.486273	20239.201310300003	2838.9656825
14	1943	6	163827.15047700002	20357.2218312	2755.1364675
14	1943	7	163911.297666	20186.0755995	2689.6284675
14	1943	11	163624.908535	20330.9293611	2807.280345
14	1943	13	163495.44855600002	20408.6137945	2756.4656375
14	1943	14	163424.888612	20395.050806	2815.64079
14	1943	15	163595.526961	20153.631598599997	2701.50387
14	1943	16	163511.004028	20091.0715925	2654.549195
14	1943	17	163463.11562	20151.7202585	2693.86691
14	1943	18	163235.62106499998	20289.4743022	2753.1685275
14	1943	19	163631.312251	20574.8611402	2787.6114875
14	1943	20	163731.87372600002	20585.828817100002	2638.4355375
14	1943	21	163558.838567	20636.503086700002	2705.1878774999996
14	1943	23	163558.812302	20538.3417898	2727.76016
14	1943	24	163524.360862	20528.209370800003	2843.5269525
14	1943	25	163317.97111	20209.1329529	2696.1334625000004
14	1943	26	163381.418389	20472.0308945	2788.4024125
14	1943	27	163337.98390700002	20132.9276716	2521.5977024999997
14	1943	30	163375.381662	20258.2683613	2691.666005
14	1943	31	163192.804274	20320.125433600002	2772.0609275
14	1943	32	163311.96239899998	20217.971042999998	2753.4378725
14	1943	33	163734.39578400002	20213.1786487	2760.0953050000003
14	1943	34	163427.642111	20356.1455018	2978.9494325
14	1943	35	163349.892458	20311.067211899997	2965.7045224999997
14	1943	36	163642.83650900002	20253.1714578	2742.423335
14	1943	37	163683.63244	20250.6171711	2629.6279
14	1943	38	163333.166906	20359.718922	2910.005135
14	1943	39	163343.833071	20226.3279995	2850.7470125
14	1943	41	163321.234665	20262.7603458	2878.6372425
14	1943	42	163577.001999	20185.8085102	2807.4238674999997
14	1943	43	163565.45539	20217.9132291	2791.957875
14	1943	44	163378.570027	20318.795992000003	2797.8992375
14	1943	45	163552.776502	20212.2273201	2822.4485600000003
14	1943	50	163513.726215	19892.680511500002	2713.17465
14	1943	53	163382.085829	20017.8180955	2711.13012
14	1943	55	163334.865273	20285.9301546	2671.00029
14	1943	56	163289.34153900002	20139.101234100002	2749.5089875
14	1943	57	163272.11963	20123.1746428	2721.4469449999997
14	1943	58	163258.531149	20115.6552102	2602.7481875
14	1943	59	163329.96484200002	20172.3001529	2951.8993825000002
14	1943	60	163270.540537	20085.4803405	3008.6133925
14	1944	11	171044.89144200002	10196.25775728	3001.15509
14	1944	13	170947.717637	10348.3026946	2976.3438775
14	1944	15	170830.447502	10444.073279100001	3007.8121874999997
14	1944	20	171071.68957000002	10261.43201565	2672.9597525000004
14	1944	22	170968.687098	10290.273157919999	2759.60908
14	1944	30	170945.12317	10731.859213700001	2919.313785
14	1944	32	170993.72722200002	10555.4291129	2813.2176675
14	1944	33	171033.454013	10447.8912522	2796.70504
14	1944	35	171134.891606	10396.843751800001	2843.1436125
14	1944	42	170452.97093900002	11126.0725454	3063.14707
14	1944	51	170344.085313	10916.0192379	2808.29675
14	1944	55	170435.332704	10978.5132313	2781.4182225
14	1944	56	170537.845514	10888.3791982	2789.7670475
14	1944	58	170645.630585	10853.125707500001	2962.50648
14	1944	59	170381.085591	11100.9083167	2825.4839524999998
14	1944	60	170413.925287	11083.372443100001	2795.9496050000002
14	1945	1	41794.8568476	79585.4787015	3141.0027525
14	1945	2	41806.551364599996	79574.0008965	3216.6334425
14	1945	3	41869.4013878	79503.6207081	3150.5892750000003
14	1945	4	41751.0944239	79647.4443152	3204.0691025
14	1945	8	41587.8467369	79459.7336235	3188.8889775
14	1945	9	41923.7729557	79620.5641683	3140.4998475
