chromID	cell_id	pos	x	y	z
12	1158	2	168412.041801	24343.2557052	2373.558281
12	1158	3	168206.59140900002	24376.296014300002	2671.82143
12	1158	4	168249.45300500002	24515.9398814	2193.0357900000004
12	1158	5	168228.583763	24484.4964225	2211.7538579999996
12	1158	6	168129.838487	24543.470885299997	2158.4859045
12	1158	7	168076.181873	24474.181127	2462.8001572499998
12	1158	8	168404.051782	24560.463506	2259.45995925
12	1158	9	168330.459106	24557.2258967	2330.09832775
12	1158	10	168242.565601	24714.8255272	2222.41894525
12	1158	11	168269.713826	24730.7648802	2173.682897
12	1158	12	168194.770408	24414.7094008	2329.77447075
12	1158	13	168019.28869	24395.7598831	2462.17243175
12	1158	14	167944.80949299998	24453.7912779	2279.54500325
12	1158	15	168190.70355600002	24376.238838999998	2056.4633307500003
12	1158	16	167994.969875	24426.4255169	2182.41930075
12	1158	17	168131.979342	24389.479231499998	2235.2882250000002
12	1158	18	168103.135016	24624.9588512	2057.0844775
12	1158	19	168371.701439	24854.078550500002	2256.43994625
12	1158	20	168466.037388	24844.3263663	2265.05813125
12	1158	21	168169.207765	24818.477043400002	2257.45780675
12	1158	24	168151.516485	24714.868313400002	2342.0456927500004
12	1158	25	168371.826069	24620.978375	2225.47833775
12	1158	26	168311.70126099998	24813.798474400002	2307.13182825
12	1158	27	168669.138041	24543.3811723	2238.1377912499997
12	1158	31	168377.32451799998	24809.644989099997	2226.86033225
12	1158	32	168445.765546	24780.647121	2156.70884075
12	1158	34	168433.51709500002	24749.2153938	2087.022657
12	1158	35	168595.976111	24752.8553005	2273.9754780000003
12	1158	36	168618.010695	24585.255966499997	2244.04031
12	1158	37	168556.232634	24696.4139682	2230.38597525
12	1158	39	168396.70201100002	24970.533934900002	2490.51983225
12	1158	40	168794.759931	24535.4181393	2206.80223575
12	1158	42	168881.59778900002	24628.0338029	2301.6317557499997
12	1158	45	168621.902962	24626.7379805	2225.07242825
12	1158	46	168425.49174700002	24902.8273381	2259.76038125
12	1158	47	168357.633081	24880.6429818	2290.005714
12	1158	49	168327.647206	24885.6881484	2192.8708097500003
12	1158	51	168256.925243	25041.4673672	2309.40408575
12	1158	53	168476.374777	25112.188022100003	2337.039331
12	1158	54	168417.932886	24967.7403071	2201.8062505
12	1158	56	168547.310053	25148.4542809	1998.8853124999998
12	1158	58	168393.621281	25097.0037724	2190.87854825
12	1159	2	168974.25834	23232.1304641	3657.9577675
12	1159	3	169094.460782	23308.4365309	3721.0031725000003
12	1159	5	168875.64459500002	23377.0843211	4086.2277674999996
12	1159	6	168920.046659	23377.5731694	4001.7235825000002
12	1159	7	169107.02740000002	23429.7383434	3787.8206200000004
12	1159	8	169023.734493	23285.743642999998	3742.8439475
12	1159	10	168817.18128000002	23296.954029099998	3909.6703675
12	1159	12	168929.747714	23167.2059385	3862.454365
12	1159	13	169303.96133999998	23409.545832	3897.2080674999997
12	1159	14	169126.045938	23108.9264476	3984.7557925
12	1159	15	169350.901221	22965.3415327	4248.8159825
12	1159	16	169126.65600699998	23260.0503754	3821.3414774999997
