chromID	cell_id	pos	x	y	z
9	6950	1	170085.379698	12317.3638195	4033.0091399999997
9	6950	2	170142.858539	12334.1123096	3915.9289925
9	6950	3	170074.258582	12277.5660409	4017.5298775000006
9	6950	4	170046.120321	12195.1340594	4076.1111750000005
9	6950	11	170040.116863	12568.3510059	4123.154642500001
9	6950	12	169940.84669900002	12479.7473262	4300.15734
9	6950	13	169988.928438	12374.6246404	4174.7659875
9	6950	16	169917.922607	12313.1349279	4224.422235
9	6950	17	169935.653027	12472.4883909	4164.82053
9	6950	19	170176.101068	12083.5632131	4161.2836425
9	6950	22	169933.724352	12564.4034691	4239.51936
9	6950	25	169921.773674	12609.3535858	4214.72229
9	6950	28	170029.736317	12311.7072037	3975.0119225
9	6950	30	170030.415705	12418.296867000001	4028.6917649999996
9	6950	32	170171.87642000002	12342.1153272	3968.565165
9	6950	34	170215.510619	12065.7077923	3729.59087
9	6950	36	170134.878408	12020.8106588	3732.8100925
9	6950	40	170031.624101	11863.5550998	3556.308365
9	6950	44	170107.482983	11870.6190458	3782.62187
9	6950	45	170074.22830000002	11659.4150326	3492.794805
9	6950	52	170053.387589	11683.2019659	3472.2933024999998
9	6950	53	170088.077783	11695.2137641	3282.094865
9	6950	55	170448.34809299998	11749.3057797	3242.6514475
9	6950	57	170010.17754399998	11681.1054318	3294.88677
9	6951	3	173971.178916	13061.2837606	3382.2208625000003
9	6951	8	174044.39924700002	13200.7782777	3212.8853225000003
9	6951	12	174090.685696	13223.024866599999	3280.5390425
9	6951	14	173927.075861	13114.8898222	3242.795505
9	6951	15	174099.620534	12863.1679986	3235.7969425
9	6951	17	173976.355387	12872.884802300001	3096.51168
9	6951	18	173977.840647	13114.0669552	3296.04033
9	6951	20	173971.748506	12957.662238	3305.486845
9	6951	21	173901.933252	12922.139495000001	3239.755235
9	6951	22	173809.669045	12908.9645693	3278.7254825
9	6951	23	173872.604929	12952.1002792	3256.19656
9	6951	24	174009.42467	12924.5829331	3188.5798075000002
9	6951	27	173810.90761999998	13055.7913886	3152.962515
9	6951	28	173685.988293	12994.227052600001	3205.4277175
9	6951	29	173779.897925	13036.9420281	3224.1442375
9	6951	31	173829.837475	12946.2647524	3313.2662025
9	6951	41	174234.789597	13281.215211	3426.6858175
9	6951	42	174367.741379	13256.565240699998	3286.79894
9	6951	48	174230.199608	13114.4464793	3300.9414924999996
9	6951	49	174312.364871	13129.0298682	3308.6604825
9	6951	50	174210.054868	13358.289431199999	3444.71549
9	6951	52	174243.19645699998	13139.7630553	3309.66823
9	6951	56	174353.410577	12947.8423931	3369.7807175
9	6952	1	34287.5931414	79250.1341958	3533.2087925
9	6952	4	34749.9066844	78907.48514640001	3629.4077525000002
9	6952	6	34412.2092673	78975.174295	3706.7339325000003
9	6952	8	34550.9179665	79066.0555828	3619.52574
9	6952	11	34566.8301069	78950.9720657	3618.4606224999998
9	6952	20	34384.166580000005	79223.9580848	3636.94069
9	6952	21	34306.5508579	79339.270849	3666.4670149999997
9	6952	23	34309.040852	79228.256522	3485.1060925
9	6952	24	34329.297233699996	79161.07186740001	3464.732455
9	6952	32	34554.281359399996	79573.1101216	3302.8672349999997
9	6952	33	34497.395314299996	79739.76381260001	3323.4864900000002
9	6952	34	34616.423463600004	79616.55140160001	3275.8775925
9	6952	35	34492.0223811	79681.9500774	3303.3211775
9	6952	36	34561.7552351	79698.7687826	3420.536935
9	6952	37	34702.9798638	79540.7576156	3427.4646075
9	6952	38	34657.1345329	79719.8446426	3484.4570875
