chr	start	end	pos
10	75400000	75425000	1
10	75425000	75450000	2
10	75450000	75475000	3
10	75475000	75500000	4
10	75500000	75525000	5
10	75525000	75550000	6
10	75550000	75575000	7
10	75575000	75600000	8
10	75600000	75625000	9
10	75625000	75650000	10
10	75650000	75675000	11
10	75675000	75700000	12
10	75700000	75725000	13
10	75725000	75750000	14
10	75750000	75775000	15
10	75775000	75800000	16
10	75800000	75825000	17
10	75825000	75850000	18
10	75850000	75875000	19
10	75875000	75900000	20
10	75900000	75925000	21
10	75925000	75950000	22
10	75950000	75975000	23
10	75975000	76000000	24
10	76000000	76025000	25
10	76025000	76050000	26
10	76050000	76075000	27
10	76075000	76100000	28
10	76100000	76125000	29
10	76125000	76150000	30
10	76150000	76175000	31
10	76175000	76200000	32
10	76200000	76225000	33
10	76225000	76250000	34
10	76250000	76275000	35
10	76275000	76300000	36
10	76300000	76325000	37
10	76325000	76350000	38
10	76350000	76375000	39
10	76375000	76400000	40
10	76400000	76425000	41
10	76425000	76450000	42
10	76450000	76475000	43
10	76475000	76500000	44
10	76500000	76525000	45
10	76525000	76550000	46
10	76550000	76575000	47
10	76575000	76600000	48
10	76600000	76625000	49
10	76625000	76650000	50
10	76650000	76675000	51
10	76675000	76700000	52
10	76700000	76725000	53
10	76725000	76750000	54
10	76750000	76775000	55
10	76775000	76800000	56
10	76800000	76825000	57
10	76825000	76850000	58
10	76850000	76875000	59
10	76875000	76900000	60
