chr	start	end	pos
8	42700000	42725000	1
8	42750000	42775000	2
8	42775000	42800000	3
8	42800000	42825000	4
8	42825000	42850000	5
8	42850000	42875000	6
8	42875000	42900000	7
8	42900000	42925000	8
8	42925000	42950000	9
8	42950000	42975000	10
8	42975000	43000000	11
8	43000000	43025000	12
8	43025000	43050000	13
8	43050000	43075000	14
8	43075000	43100000	15
8	43100000	43125000	16
8	43125000	43150000	17
8	43150000	43175000	18
8	43175000	43200000	19
8	43200000	43225000	20
8	43225000	43250000	21
8	43250000	43275000	22
8	43275000	43300000	23
8	43300000	43325000	24
8	43325000	43350000	25
8	43350000	43375000	26
8	43375000	43400000	27
8	43400000	43425000	28
8	43425000	43450000	29
8	43450000	43475000	30
8	43475000	43500000	31
8	43500000	43525000	32
8	43700000	43725000	33
8	43725000	43750000	34
8	43750000	43775000	35
8	43800000	43825000	36
8	43825000	43850000	37
8	43850000	43875000	38
8	43875000	43900000	39
8	43900000	43925000	40
8	43925000	43950000	41
8	43950000	43975000	42
8	43975000	44000000	43
8	44000000	44025000	44
8	44025000	44050000	45
8	44050000	44075000	46
8	44075000	44100000	47
8	44100000	44125000	48
8	44125000	44150000	49
8	44150000	44175000	50
8	44175000	44200000	51
8	44200000	44225000	52
8	44225000	44250000	53
8	44250000	44275000	54
8	44275000	44300000	55
8	44300000	44325000	56
8	44325000	44350000	57
8	44350000	44375000	58
8	44375000	44400000	59
8	44400000	44425000	60
