chr	start	end	pos
4	89300000	89325000	1
4	89350000	89375000	2
4	89375000	89400000	3
4	89400000	89425000	4
4	89425000	89450000	5
4	89450000	89475000	6
4	89475000	89500000	7
4	89500000	89525000	8
4	89525000	89550000	9
4	89550000	89575000	10
4	89575000	89600000	11
4	89600000	89625000	12
4	89625000	89650000	13
4	89650000	89675000	14
4	89675000	89700000	15
4	89725000	89750000	16
4	89750000	89775000	17
4	89775000	89800000	18
4	89800000	89825000	19
4	89825000	89850000	20
4	89850000	89875000	21
4	89875000	89900000	22
4	89900000	89925000	23
4	89925000	89950000	24
4	89950000	89975000	25
4	89975000	90000000	26
4	90000000	90025000	27
4	90050000	90075000	28
4	90075000	90100000	29
4	90125000	90150000	30
4	90200000	90225000	31
4	90225000	90250000	32
4	90275000	90300000	33
4	90300000	90325000	34
4	90325000	90350000	35
4	90350000	90375000	36
4	90375000	90400000	37
4	90400000	90425000	38
4	90425000	90450000	39
4	90450000	90475000	40
4	90475000	90500000	41
4	90500000	90525000	42
4	90525000	90550000	43
4	90550000	90575000	44
4	90575000	90600000	45
4	90600000	90625000	46
4	90625000	90650000	47
4	90675000	90700000	48
4	90700000	90725000	49
4	90725000	90750000	50
4	90750000	90775000	51
4	90775000	90800000	52
4	90800000	90825000	53
4	90825000	90850000	54
4	90850000	90875000	55
4	90875000	90900000	56
4	90900000	90925000	57
4	90925000	90950000	58
4	90950000	90975000	59
4	91000000	91025000	60
