chr	start	end	pos
18	71200000	71225000	1
18	71225000	71250000	2
18	71250000	71275000	3
18	71275000	71300000	4
18	71300000	71325000	5
18	71325000	71350000	6
18	71350000	71375000	7
18	71375000	71400000	8
18	71400000	71425000	9
18	71425000	71450000	10
18	71450000	71475000	11
18	71475000	71500000	12
18	71500000	71525000	13
18	71525000	71550000	14
18	71550000	71575000	15
18	71575000	71600000	16
18	71600000	71625000	17
18	71625000	71650000	18
18	71650000	71675000	19
18	71675000	71700000	20
18	71700000	71725000	21
18	71725000	71750000	22
18	71750000	71775000	23
18	71775000	71800000	24
18	71800000	71825000	25
18	71825000	71850000	26
18	71850000	71875000	27
18	71875000	71900000	28
18	71900000	71925000	29
18	71925000	71950000	30
18	71950000	71975000	31
18	71975000	72000000	32
18	72000000	72025000	33
18	72025000	72050000	34
18	72050000	72075000	35
18	72075000	72100000	36
18	72100000	72125000	37
18	72125000	72150000	38
18	72150000	72175000	39
18	72175000	72200000	40
18	72200000	72225000	41
18	72225000	72250000	42
18	72250000	72275000	43
18	72275000	72300000	44
18	72300000	72325000	45
18	72325000	72350000	46
18	72350000	72375000	47
18	72375000	72400000	48
18	72400000	72425000	49
18	72425000	72450000	50
18	72450000	72475000	51
18	72475000	72500000	52
18	72500000	72525000	53
18	72525000	72550000	54
18	72550000	72575000	55
18	72575000	72600000	56
18	72600000	72625000	57
18	72625000	72650000	58
18	72650000	72675000	59
18	72675000	72700000	60
