chr	start	end	pos
6	49375000	49400000	1
6	49400000	49425000	2
6	49450000	49475000	3
6	49475000	49500000	4
6	49500000	49525000	5
6	49525000	49550000	6
6	49550000	49575000	7
6	49575000	49600000	8
6	49600000	49625000	9
6	49625000	49650000	10
6	49650000	49675000	11
6	49675000	49700000	12
6	49700000	49725000	13
6	49725000	49750000	14
6	49750000	49775000	15
6	49775000	49800000	16
6	49800000	49825000	17
6	49825000	49850000	18
6	49850000	49875000	19
6	49875000	49900000	20
6	49900000	49925000	21
6	49925000	49950000	22
6	49950000	49975000	23
6	49975000	50000000	24
6	50000000	50025000	25
6	50025000	50050000	26
6	50050000	50075000	27
6	50075000	50100000	28
6	50100000	50125000	29
6	50125000	50150000	30
6	50150000	50175000	31
6	50175000	50200000	32
6	50200000	50225000	33
6	50225000	50250000	34
6	50250000	50275000	35
6	50275000	50300000	36
6	50300000	50325000	37
6	50325000	50350000	38
6	50350000	50375000	39
6	50375000	50400000	40
6	50400000	50425000	41
6	50425000	50450000	42
6	50450000	50475000	43
6	50475000	50500000	44
6	50500000	50525000	45
6	50525000	50550000	46
6	50550000	50575000	47
6	50575000	50600000	48
6	50625000	50650000	49
6	50650000	50675000	50
6	50675000	50700000	51
6	50700000	50725000	52
6	50725000	50750000	53
6	50750000	50775000	54
6	50775000	50800000	55
6	50800000	50825000	56
6	50825000	50850000	57
6	50850000	50875000	58
6	50875000	50900000	59
6	50900000	50925000	60
