chromID	cell_id	pos	x	y	z
18	3483	3	169609.292686	19388.0558766	4777.80044
18	3483	6	169428.214772	19178.0672531	5242.466445
18	3483	7	169376.56985099998	19186.5166006	4887.307772499999
18	3483	8	169351.28366000002	19172.944846799997	4859.0191625
18	3483	9	169431.144401	19282.972526499998	4771.6549925
18	3483	10	169489.477215	19237.283467200003	4893.649905
18	3483	11	169404.24636299998	19241.8864136	4817.13509
18	3483	12	169430.77833899998	19243.3286196	4790.4200725
18	3483	15	169352.737196	19271.4324992	4832.254055
18	3483	17	169564.865181	19160.7603794	4672.9586125000005
18	3483	18	169395.450781	18991.0409861	4761.815322500001
18	3483	19	169290.79072999998	19048.1084142	4762.33796
18	3483	22	169255.48160899998	19257.621260099997	4736.6558
18	3483	24	169436.587539	19088.7442729	4944.5011925
18	3483	25	169341.308625	19084.189788	4715.1855749999995
18	3483	27	169288.799122	19192.49985	5196.236755
18	3483	28	169245.939586	19031.8673948	4901.3789275
18	3483	29	169191.877564	19068.770399600002	4872.8064125
18	3483	30	168994.146301	19212.7855661	5011.3719575
18	3483	31	169060.70675500002	19136.1691397	4984.027795
18	3483	32	169175.829443	19073.4511213	4930.40721
18	3483	33	169189.46684900002	19054.8284947	5047.375470000001
18	3483	34	169117.484166	19044.2357069	4996.8743625
18	3483	35	169137.068689	19061.792232	5051.04047
18	3483	36	169152.070845	19206.5576505	5036.76066
18	3483	37	169166.14363200002	19186.245937199998	5093.8224
18	3483	39	169085.608653	19272.024965499997	4952.5804100000005
18	3483	41	169009.601657	19184.7889404	4962.93358
18	3483	42	168949.155283	19240.7794314	4882.0810975
18	3483	44	169042.345357	19216.468598900003	5082.751177499999
18	3483	50	169067.308643	19097.949867	4986.3210174999995
18	3483	52	169175.278805	19062.5272091	5041.03026
18	3483	54	169118.16406900002	19269.794696200002	5011.7367825
18	3483	56	169074.560152	19314.3521357	4734.0448625
18	3483	57	169257.943	19227.6129105	4862.966864999999
18	3483	58	169162.359	19258.0174393	4957.42473
18	3484	4	174341.805155	16337.1321505	4137.164565
18	3484	6	174483.02701299998	16475.899467000003	3964.0589175
18	3484	7	174555.66755699998	16528.651638	4054.6302799999994
18	3484	8	174472.956909	16435.0052637	4200.9191425
18	3484	9	174651.378968	16398.5220972	4223.2090925
18	3484	10	174677.76715600002	16338.607038400001	3828.5993625
18	3484	11	174651.806418	16345.5128073	4039.7657325000005
18	3484	12	174712.42954	16383.569237000002	4068.1729925
18	3484	13	174770.585709	16542.3274012	4193.46045
18	3484	14	174501.782077	16599.0740564	4208.0577175
18	3484	15	174529.32232	16362.7613315	4194.219967499999
18	3484	17	174455.55279299998	16460.4323999	3972.5814475
18	3484	18	174395.16657099998	16572.3268413	4067.0860875
18	3484	19	174386.802353	16422.2261773	4188.7128525
18	3484	22	174550.40837699999	16691.7603368	3964.9744525
18	3484	23	174943.057355	16577.4142894	4242.7327575
18	3484	24	174372.47958500002	16390.3461014	4211.3562775
18	3484	25	174483.784063	16621.5758381	4209.797735
18	3484	26	174475.498228	16591.0516954	4253.23215
18	3484	27	174610.666467	16582.8557588	3663.630555
18	3484	28	174473.829937	16665.2863704	4215.9049350000005
18	3484	29	174540.67693699998	16613.039023	4197.6137175
18	3484	30	174484.003968	16660.0097628	4049.2743000000005
18	3484	31	174402.668885	16845.0749304	4159.483917500001
18	3484	32	174385.789245	16814.7586108	4262.3349450000005
18	3484	33	174435.395796	16808.2295644	4125.802304999999
18	3484	34	174589.16634999998	16803.5508615	4174.45126
18	3484	36	174737.810903	16833.769434100002	4120.394015
18	3484	37	174622.40331700002	16949.8878643	4161.5813875
18	3484	38	174620.07798899998	16671.0313602	4278.1404125
18	3484	39	174494.834933	16810.3778148	4173.671385
18	3484	40	174743.742364	16664.6381502	4109.49547
18	3484	41	174347.338933	16826.1190782	4137.4443475
18	3484	42	174412.852392	16786.7102482	4176.120475000001
18	3484	43	174633.86567199999	16647.2048337	4054.523295
18	3484	44	174506.703417	16623.8408905	4096.276355
18	3484	45	174614.399393	16628.8621405	4249.647235
18	3484	46	174538.471707	16704.5933746	4128.1736550000005
18	3484	47	174411.921684	16760.608245699997	4107.589935
18	3484	48	174455.903199	16878.190614900002	4779.6986449999995
18	3484	49	174443.638577	16914.4192993	4220.8629775
18	3484	50	174544.24516599998	16921.968674	3993.2583075000002
18	3484	51	174598.867302	16916.1615443	4050.2195225
18	3484	52	174722.762603	16852.6436897	3961.101015
18	3484	53	174553.003153	16889.2817888	4361.5217525
18	3484	54	174594.313054	16787.282701599997	3989.860165
18	3484	56	174679.210907	16853.366657000002	4218.642035
18	3484	59	174139.082203	16766.4537738	4767.7274625
18	3484	60	174421.81514299999	16779.3141684	4199.71838
18	3485	1	45286.5582999	79767.6484979	2517.2103875000003
18	3485	2	45103.3138324	79800.4685415	2464.821434
18	3485	3	45130.4272022	79697.8986386	2502.7030849999996
18	3485	4	45061.362066300004	79907.77462129999	2469.516842
18	3485	5	45166.5019325	79925.0232073	2439.50786425
18	3485	7	45142.5318961	79616.8148756	2634.6174699999997
18	3485	8	45029.2814494	79793.8031334	2569.517975
18	3485	9	45065.9044693	80174.7480154	2413.718051
18	3485	10	45239.2272764	79949.2244375	2251.271917
18	3485	11	45206.5248176	80016.78085	2339.404588
18	3485	12	45232.4477237	79902.8351224	2304.389622
18	3485	13	45034.9870314	79995.55189080001	2375.457162
18	3485	14	44987.228650599995	80019.0646999	2189.40545575
18	3485	15	45003.75601	79885.19423000001	2301.50329475
18	3485	16	45446.7403258	80252.6291685	2240.69385275
18	3485	17	45094.416733599995	79941.8675904	2515.4165625
18	3485	18	45093.292200200005	80040.2175936	2404.7525582499998
18	3485	19	45111.6326171	80012.62377	2421.0390155
18	3485	20	44936.654785399995	80210.5303699	2386.47300575
18	3485	21	44911.1106103	80082.0364485	2379.1214495
18	3485	22	44877.589105800005	80057.89138419999	2211.12305025
18	3485	23	45007.0958159	79944.29972940001	2205.01026025
18	3485	25	44969.5854304	80011.0592515	2196.2545370000003
18	3485	26	45079.3044809	80028.6262311	2298.19701475
18	3485	27	45005.857385100004	80251.5825237	2273.75388475
18	3485	29	45165.8038191	80287.2787599	2379.07074025
18	3485	31	45150.8892028	80248.07137729999	2202.34755325
18	3485	34	45106.898232399995	80363.7164092	2364.7321045
18	3485	36	45128.7966092	80338.36761480001	2267.01255425
18	3485	37	44951.4558236	80171.2372398	2300.9610537500002
