chromID	cell_id	pos	x	y	z
2	4249	1	162626.506257	19522.8060077	3361.8185825
2	4249	2	162637.320227	19478.3947458	3646.8128874999998
2	4249	3	162755.794741	19369.4930312	3579.5508425000003
2	4249	4	162472.651552	19323.0013547	3423.6461975
2	4249	5	162383.59301399998	19514.9892759	3516.0766825
2	4249	7	162292.653799	19607.9648524	3634.45458
2	4249	8	161840.248444	19211.9732566	3716.9972025
2	4249	9	162224.153134	19534.1259034	3611.2365375
2	4249	10	162549.16788300002	19221.9066384	3229.3156275
2	4249	11	162524.497323	19227.1417885	3348.729585
2	4249	14	162399.417934	19704.379722499998	3287.80964
2	4249	16	162641.059951	19197.477479499998	3359.06304
2	4249	17	162511.620366	19371.857344699998	3414.2841000000003
2	4249	18	162451.579915	19241.9858292	3309.3482875000004
2	4249	21	162447.619256	19397.7039793	3462.3881925
2	4249	25	162258.912544	19265.3167815	3195.620895
2	4249	26	162254.996278	19196.7532144	3376.4375075
2	4249	27	162551.13466799998	19616.7915095	3436.578325
2	4249	28	162458.375546	19606.8148162	3441.5817725
2	4249	29	162426.9006	19486.0315984	3285.40479
2	4249	30	162530.344324	19557.5920535	3288.2005825
2	4249	31	162370.845734	19483.236302	3232.589145
2	4249	32	162318.452312	19413.586342399998	3528.6754475
2	4249	35	162362.263362	19546.1185642	3545.965945
2	4249	36	161967.002716	19254.9707508	3506.4662224999997
2	4249	38	162323.954263	19244.5869809	3258.4079975
2	4249	39	162229.556411	19520.6192147	3293.9233925
2	4249	41	162170.405056	19532.964496	3358.5743275
2	4249	42	162222.591448	19457.9271317	3277.7330225
2	4249	43	162220.719011	19485.3141622	3293.533425
2	4249	44	161921.63049500002	19339.9730355	3365.7340875
2	4249	46	162108.028359	19357.4838492	3342.220455
2	4249	47	162214.366486	19210.0714028	3327.1045799999997
2	4249	48	161886.97254000002	19529.5704503	3590.318205
2	4249	50	162349.131686	19433.0451642	3686.6493725
2	4249	51	162508.98923099999	19308.6505295	3548.79603
2	4249	52	162080.194051	19151.177795	3742.2003675
2	4249	54	162359.28357200001	19106.6766759	3560.1848925
2	4249	55	161865.718593	19540.163660399998	3460.8259000000003
2	4249	56	162326.530087	19041.7740378	3473.05779
2	4249	57	162256.992624	19199.9978689	3437.830055
2	4249	58	162078.270011	19612.250929600003	3387.49532
2	4249	59	162282.15706899998	19224.7312383	3472.060195
2	4249	60	162427.582563	19075.931330400002	3335.43048
2	4250	3	173494.65652299998	10581.192729499999	3800.7308599999997
2	4250	5	173108.729428	10381.2561232	3923.0332975
2	4250	9	173656.80623	10510.464432	3783.0634575
2	4250	10	173464.39574100001	10616.5818609	3840.6428925
2	4250	11	173490.827189	10607.0736425	3798.1450849999997
2	4250	15	173535.619005	10416.6167854	3456.4524075
2	4250	19	173701.994493	10712.598285799999	3768.27821
2	4250	23	173467.770536	10506.4100945	3768.09417
2	4250	25	173548.79517700002	10423.644774100001	3712.1876325
2	4250	28	173466.877423	10445.652918	3528.9703449999997
2	4250	32	173526.209852	10280.101766810001	3929.102545
2	4250	33	173827.22384999998	10121.26841364	3551.3370449999998
2	4250	35	173775.446574	10044.63590173	3535.75826
2	4250	37	173717.01632199998	10402.010685000001	3564.7714124999998
2	4250	40	173684.77794	10048.51597765	3252.7770450000003
2	4250	42	173645.558836	10207.09929729	3575.8555275
2	4250	43	173870.266314	9988.17187647	3518.01762
2	4250	46	173709.37454599998	10206.31629438	3712.283395
2	4250	50	173904.473438	10049.252035219999	3515.6552975
2	4250	51	173882.975484	9911.67320482	3573.1937574999997
2	4250	54	173967.3193	9957.6561602	3525.9361125
2	4250	60	173944.54497	10225.42675988	3752.94297
2	4251	1	43201.664611	81203.77685930001	4094.6270050000003
2	4251	3	43317.0120347	81235.3496759	4149.401215
2	4251	4	43119.2800919	81177.00946649999	4140.1817775
2	4251	8	42976.2973768	80914.681599	4071.37907
2	4251	10	42910.993430099996	80766.4333591	4055.9510625000003
2	4251	11	42881.39157	80830.9021303	3982.4003075
2	4251	13	42796.8997739	81182.7062729	4081.2543100000003
2	4251	15	42604.9840969	81243.5820745	4131.032865
2	4251	16	42857.7987196	81218.9271911	4066.4659500000002
2	4251	17	42789.926385499995	81154.1173869	4143.989517499999
2	4251	19	42592.5925274	81228.22720529999	4183.0695575
2	4251	21	42891.7481788	81102.8588601	4011.3083525
2	4251	24	42606.0210597	81236.330514	4025.9000499999997
2	4251	25	42774.3265308	81227.4314067	3945.6455899999996
2	4251	26	42887.2444729	81167.083099	4161.0828425
